window,target,horizon_q,object,spec_id,n,mae,rw_mae,bias,mae_ratio_street,rw_mae_ratio_street,passes
W2,adj_ebitda_margin_pct,0,dispersion_conditioned,rw_hl4,10,0.7434341416697261,0.6220216287507767,0.2647949664283378,0.5669971448664985,0.5571978466794144,True
W2,adj_ebitda_margin_pct,0,dispersion_conditioned,rw_hl4_from21,10,1.5966052795761254,1.1055696920636537,1.306721214279703,1.217687733529746,0.9903531055810121,False
W2,adj_ebitda_margin_pct,0,dispersion_conditioned,rw_hl4_med,10,0.7869452728492963,0.702679427505449,0.06864823999964038,0.6001819096841574,0.6294499191262583,True
W2,adj_ebitda_margin_pct,0,dispersion_conditioned,rw_hl4_usd,10,0.7434341416697261,0.6220216287507767,0.2647949664283378,0.5669971448664985,0.5571978466794144,True
W2,adj_ebitda_margin_pct,0,street_plus_bias,ew,10,2.1532345717003687,2.044670509656281,2.149351175181599,1.6422138639475174,1.83158583639196,False
W2,adj_ebitda_margin_pct,0,street_plus_bias,ew_usd,10,2.1532345717003687,2.044670509656281,2.149351175181599,1.6422138639475174,1.83158583639196,False
W2,adj_ebitda_margin_pct,0,street_plus_bias,rw_hl4,10,1.1885097760058578,0.8759782652573884,0.6348146401678612,0.9064443127776314,0.7846884747715877,True
W2,adj_ebitda_margin_pct,0,street_plus_bias,rw_hl4_from21,10,1.8636290621203995,1.4743763414178408,1.8636290621203995,1.421339562021256,1.3207246897233687,False
W2,adj_ebitda_margin_pct,0,street_plus_bias,rw_hl4_med,10,1.3698779785549242,1.024409431014447,0.5057895069642016,1.044768943368211,0.9176509347845103,False
W2,adj_ebitda_margin_pct,0,street_plus_bias,rw_hl4_usd,10,1.1885097760058578,0.8759782652573884,0.6348146401678612,0.9064443127776314,0.7846884747715877,True
W2,adj_ebitda_margin_pct,0,street_plus_flowthrough,ew,10,1.2772760365185523,1.423094109355875,0.8435155068016105,0.9741439427114056,1.2747868188245255,False
W2,adj_ebitda_margin_pct,0,street_plus_flowthrough,ew_usd,10,1.2772760365185523,1.423094109355875,0.8435155068016105,0.9741439427114056,1.2747868188245255,False
W2,adj_ebitda_margin_pct,0,street_plus_flowthrough,rw_hl4,10,0.9871797799496858,0.9266365662703239,0.3158871116862219,0.7528953613083751,0.8300674373930863,True
W2,adj_ebitda_margin_pct,0,street_plus_flowthrough,rw_hl4_from21,10,1.0853690428389384,1.1292241885866563,0.5506797350971141,0.8277816607050005,1.011542456429427,False
W2,adj_ebitda_margin_pct,0,street_plus_flowthrough,rw_hl4_med,10,1.0219302042859026,0.9797300043812307,0.49357467530418686,0.7793985715823627,0.8776277600905743,True
W2,adj_ebitda_margin_pct,0,street_plus_flowthrough,rw_hl4_usd,10,0.9871797799496858,0.9266365662703239,0.3158871116862219,0.7528953613083751,0.8300674373930863,True
W2,adj_ebitda_margin_pct,1,street(raw baseline),-,9,0.9929592231647919,0.9687532106795836,0.27710027999474973,1.0,1.0,False
W2,adj_ebitda_margin_pct,1,dispersion_conditioned,ew,9,2.229080858137242,1.817471079038632,2.229080858137242,2.244886603734485,1.8760929605215655,False
W2,adj_ebitda_margin_pct,1,dispersion_conditioned,ew_usd,9,2.229080858137242,1.817471079038632,2.229080858137242,2.244886603734485,1.8760929605215655,False
W2,adj_ebitda_margin_pct,1,dispersion_conditioned,rw_hl4,9,1.6581817970281172,1.3235043186775148,1.3398917882359767,1.6699394681516793,1.3661934784702,False
W2,adj_ebitda_margin_pct,1,dispersion_conditioned,rw_hl4_from21,9,1.96695407727445,1.523892625888129,1.803039140645772,1.980901160276562,1.5730452390646665,False
W2,adj_ebitda_margin_pct,1,dispersion_conditioned,rw_hl4_med,9,1.73258641616828,1.4347574166754837,0.9240153672032826,1.7448716681900838,1.4810350054674881,False
W2,adj_ebitda_margin_pct,1,dispersion_conditioned,rw_hl4_usd,9,1.6581817970281172,1.3235043186775148,1.3398917882359767,1.6699394681516793,1.3661934784702,False
W2,adj_ebitda_margin_pct,1,street_plus_bias,ew,9,4.073324275826819,3.520620876787661,4.073324275826819,4.102206999844553,3.6341772475963547,False
W2,adj_ebitda_margin_pct,1,street_plus_bias,ew_usd,9,4.073324275826819,3.520620876787661,4.073324275826819,4.102206999844553,3.6341772475963547,False
W2,adj_ebitda_margin_pct,1,street_plus_bias,rw_hl4,9,2.158470198023456,1.5788456526098642,2.1018903231777304,2.1737752645510557,1.6297707560652095,False
W2,adj_ebitda_margin_pct,1,street_plus_bias,rw_hl4_from21,9,2.893365316182839,2.134239332484027,2.893365316182839,2.913881304169784,2.2030784610116037,False
W2,adj_ebitda_margin_pct,1,street_plus_bias,rw_hl4_med,9,2.2812605165774427,1.7535667687352983,1.4009384942189353,2.297436252524585,1.8101274394798292,False
W2,adj_ebitda_margin_pct,1,street_plus_bias,rw_hl4_usd,9,2.158470198023456,1.5788456526098642,2.1018903231777304,2.1737752645510557,1.6297707560652095,False
W2,adj_ebitda_margin_pct,1,street_plus_flowthrough,ew,9,1.8039756118719952,1.509599957658244,1.3797161012791517,1.816767063326433,1.558291565918274,False
W2,adj_ebitda_margin_pct,1,street_plus_flowthrough,ew_usd,9,1.8039756118719952,1.509599957658244,1.3797161012791517,1.816767063326433,1.558291565918274,False
W2,adj_ebitda_margin_pct,1,street_plus_flowthrough,rw_hl4,9,1.5671029746759788,1.297371287599649,1.070882447356094,1.5782148331139494,1.3392175357948375,False
W2,adj_ebitda_margin_pct,1,street_plus_flowthrough,rw_hl4_from21,9,1.6848802661948907,1.3557809866988084,1.2276103705563317,1.6968272481772066,1.3995112189075725,False
W2,adj_ebitda_margin_pct,1,street_plus_flowthrough,rw_hl4_med,9,1.811208697938095,1.4538793998983064,1.3484686029865989,1.82405143704225,1.500773761439619,False
W2,adj_ebitda_margin_pct,1,street_plus_flowthrough,rw_hl4_usd,9,1.5671029746759788,1.297371287599649,1.070882447356094,1.5782148331139494,1.3392175357948375,False
